Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig431,-5.1,3.058,4.430
Lig431,-4.9,6.544,8.244
Lig431,-4.8,2.787,4.186
Lig431,-4.7,2.658,3.053
Lig431,-4.6,8.948,10.118
Lig431,-4.4,4.115,5.532
Lig431,-4.3,4.969,6.799
Lig431,-4.3,4.457,6.160
Lig431,-4.3,2.110,3.238
Lig431,-4.3,3.949,5.347
Lig431,-4.2,2.588,3.523
Lig431,-4.1,5.061,6.602
Lig431,-4.1,4.526,5.901
Lig431,-4.0,5.902,7.116
Lig431,-4.0,2.596,4.553
Lig431,-4.0,5.793,7.755
Lig431,-3.9,5.530,7.212
Lig431,-3.9,3.168,4.787
Lig432,-5.0,0.000,0.000
Lig432,-4.7,2.602,4.346
Lig432,-4.6,8.178,8.982
Lig432,-4.5,2.380,4.249
Lig432,-4.5,4.993,7.312
Lig432,-4.4,1.967,2.386
Lig432,-4.4,2.345,4.106
Lig432,-4.3,3.734,5.098
Lig432,-4.3,7.341,8.921
Lig432,-4.3,6.285,7.989
Lig432,-4.2,2.513,3.687
Lig432,-4.2,6.048,8.015
Lig432,-4.2,2.017,2.485
Lig432,-4.2,7.060,8.422
Lig432,-4.2,3.946,5.784
Lig432,-4.1,7.241,7.987
Lig432,-4.0,6.744,7.793
Lig432,-4.0,4.314,5.975
Lig432,-4.0,7.917,9.226
Lig432,-3.9,6.026,7.911
Lig433,-4.6,0.000,0.000
Lig433,-4.6,6.980,9.190
Lig433,-4.4,7.598,9.334
Lig433,-4.3,7.284,9.288
Lig433,-4.3,5.630,7.745
Lig433,-4.3,6.270,8.019
Lig433,-4.1,5.897,7.710
Lig433,-4.0,2.400,3.906
Lig433,-4.0,8.088,9.607
Lig433,-4.0,7.309,9.292
Lig433,-3.9,3.493,4.357
Lig433,-3.9,3.116,4.859
Lig433,-3.9,9.319,10.581
Lig433,-3.9,1.542,3.416
Lig433,-3.7,6.531,8.689
Lig433,-3.7,3.116,5.746
Lig433,-3.6,12.264,13.898
Lig433,-3.6,12.853,14.184
Lig433,-3.6,10.183,11.992
Lig433,-3.5,10.598,11.852
Lig434,-4.6,0.000,0.000
Lig434,-4.6,6.978,9.188
Lig434,-4.5,3.685,5.335
Lig434,-4.4,3.282,5.525
Lig434,-4.4,7.608,9.339
Lig434,-4.3,7.129,8.859
Lig434,-4.3,5.492,7.573
Lig434,-4.2,3.102,4.335
Lig434,-4.1,6.629,8.819
Lig434,-4.1,5.295,7.019
Lig434,-4.1,2.426,3.981
Lig434,-4.0,3.472,5.971
Lig434,-4.0,7.235,9.086
Lig434,-4.0,5.711,7.374
Lig434,-3.9,7.236,9.247
Lig434,-3.8,6.216,8.078
Lig434,-3.8,2.363,3.189
Lig434,-3.7,8.423,10.615
Lig434,-3.6,6.426,8.625
Lig434,-3.5,7.831,9.632
Lig435,-4.9,0.000,0.000
Lig435,-4.6,8.574,10.162
Lig435,-4.5,8.589,10.164
Lig435,-4.3,4.746,7.101
Lig435,-4.2,9.737,11.469
Lig435,-4.2,2.294,4.307
Lig435,-4.2,9.043,10.761
Lig435,-4.2,2.239,4.305
Lig435,-4.1,5.706,7.268
Lig435,-4.0,5.002,7.085
Lig435,-3.9,5.589,7.475
Lig435,-3.9,9.212,11.124
Lig435,-3.8,7.636,9.748
Lig435,-3.8,9.523,10.781
Lig435,-3.8,2.683,4.687
Lig435,-3.7,10.448,12.214
Lig435,-3.7,10.223,12.030
Lig435,-3.6,4.657,6.810
Lig435,-3.6,4.540,7.094
Lig436,-7.0,0.000,0.000
Lig436,-6.6,3.540,7.285
Lig436,-6.6,4.075,9.323
Lig436,-6.4,1.202,1.770
Lig436,-6.3,4.618,10.022
Lig436,-6.3,4.091,6.919
Lig436,-6.2,1.570,2.115
Lig436,-6.0,3.944,5.880
Lig436,-6.0,2.640,7.148
Lig436,-5.9,2.512,4.401
Lig436,-5.9,4.394,9.927
Lig436,-5.7,4.405,9.971
Lig436,-5.6,6.758,9.979
Lig436,-5.6,4.575,6.618
Lig436,-5.5,2.911,8.234
Lig436,-5.4,3.502,6.760
Lig436,-5.3,3.375,5.578
Lig436,-5.2,4.332,6.935
Lig436,-5.2,5.010,9.407
Lig436,-5.1,2.867,3.754
Lig437,-6.8,0.000,0.000
Lig437,-6.5,4.427,9.993
Lig437,-6.5,4.129,9.392
Lig437,-6.4,4.031,7.032
Lig437,-6.2,2.089,2.826
Lig437,-6.2,2.734,6.782
Lig437,-6.2,2.658,7.204
Lig437,-6.1,2.984,4.973
Lig437,-6.0,3.859,5.980
Lig437,-5.9,3.999,5.920
Lig437,-5.7,2.087,4.124
Lig437,-5.5,4.612,6.786
Lig437,-5.5,4.466,9.951
Lig437,-5.5,4.589,6.662
Lig437,-5.3,5.114,8.230
Lig437,-5.2,5.600,11.294
Lig437,-5.2,2.243,4.118
Lig437,-5.1,4.482,7.405
Lig437,-5.1,5.903,7.948
Lig437,-5.0,5.526,8.026
Lig438,-6.9,0.000,0.000
Lig438,-6.7,3.711,9.297
Lig438,-6.6,4.041,9.585
Lig438,-6.2,3.871,6.694
Lig438,-6.0,6.357,9.734
Lig438,-5.9,2.439,4.461
Lig438,-5.9,1.748,2.237
Lig438,-5.8,3.129,4.629
Lig438,-5.7,1.966,4.027
Lig438,-5.6,3.359,5.910
Lig438,-5.5,4.144,9.669
Lig438,-5.4,3.082,5.143
Lig438,-5.3,4.975,8.054
Lig438,-5.2,4.350,5.689
Lig438,-5.2,5.147,9.820
Lig438,-5.1,4.847,9.362
Lig438,-5.1,6.761,10.054
Lig438,-5.0,3.914,7.998
Lig438,-5.0,3.168,4.996
Lig438,-4.9,2.645,4.170
Lig439,-5.9,0.000,0.000
Lig439,-5.8,2.091,3.246
Lig439,-5.8,1.769,4.251
Lig439,-5.7,2.593,4.567
Lig439,-5.2,2.037,4.294
Lig439,-5.2,1.841,4.891
Lig439,-5.1,7.328,8.713
Lig439,-5.0,2.138,5.556
Lig439,-4.9,2.103,4.347
Lig439,-4.9,2.221,4.416
Lig439,-4.8,2.250,2.587
Lig439,-4.7,2.359,4.957
Lig439,-4.7,8.954,11.219
Lig439,-4.7,3.034,5.968
Lig439,-4.6,2.479,4.950
Lig439,-4.5,4.871,8.334
Lig439,-4.4,2.112,4.426
Lig439,-4.4,3.052,6.487
Lig439,-4.3,2.210,5.916
Lig439,-4.1,3.136,5.004
Lig43,-5.5,0.000,0.000
Lig43,-5.4,3.515,5.144
Lig43,-5.3,3.665,5.656
Lig43,-5.2,2.983,4.939
Lig43,-4.9,8.481,10.588
Lig43,-4.9,2.424,5.323
Lig43,-4.9,3.595,5.452
Lig43,-4.9,2.534,5.282
Lig43,-4.8,2.787,5.466
Lig43,-4.8,4.600,6.508
Lig43,-4.5,1.598,2.138
Lig43,-4.4,10.160,11.390
Lig43,-4.4,2.776,4.193
Lig43,-4.2,10.362,11.703
Lig43,-4.2,9.365,10.389
Lig43,-4.2,2.809,5.762
Lig43,-4.2,9.360,10.666
Lig43,-4.1,3.161,5.558
Lig43,-4.1,4.592,6.395
Lig43,-4.1,2.428,3.289
Lig440,-5.4,0.000,0.000
Lig440,-5.4,0.884,1.379
Lig440,-5.1,3.717,6.064
Lig440,-5.0,2.305,4.273
Lig440,-5.0,2.513,4.220
Lig440,-4.9,2.456,5.158
Lig440,-4.8,2.748,4.650
Lig440,-4.8,3.446,6.147
Lig440,-4.8,3.279,5.467
Lig440,-4.7,1.880,3.597
Lig440,-4.5,1.887,4.058
Lig440,-4.4,2.968,4.966
Lig440,-4.4,1.764,4.980
Lig440,-4.4,1.946,5.411
Lig440,-4.3,2.077,5.047
Lig440,-4.3,3.314,4.956
Lig440,-4.3,2.295,5.235
Lig440,-4.3,5.075,6.979
Lig440,-4.1,3.577,4.794
Lig440,-4.1,5.269,8.057
Lig441,-5.3,0.000,0.000
Lig441,-5.2,2.278,4.110
Lig441,-5.1,1.981,2.835
Lig441,-5.0,1.839,2.249
Lig441,-4.9,2.201,4.500
Lig441,-4.9,2.087,4.275
Lig441,-4.9,1.678,2.417
Lig441,-4.8,1.926,4.696
Lig441,-4.7,1.992,5.061
Lig441,-4.5,2.532,5.058
Lig441,-4.5,8.454,10.071
Lig441,-4.4,7.466,9.313
Lig441,-4.4,5.452,8.264
Lig441,-4.4,5.780,9.634
Lig441,-4.4,6.419,9.524
Lig441,-4.3,7.369,9.059
Lig441,-4.3,6.022,9.360
Lig441,-4.3,2.710,6.129
Lig441,-4.2,2.220,4.598
Lig441,-4.2,4.917,7.683
Lig442,-6.1,0.000,0.000
Lig442,-6.0,2.106,2.899
Lig442,-5.8,3.162,5.070
Lig442,-5.8,2.091,5.613
Lig442,-5.7,3.169,6.064
Lig442,-5.5,2.100,2.796
Lig442,-5.5,2.401,5.382
Lig442,-5.4,2.811,4.434
Lig442,-5.2,2.169,5.035
Lig442,-5.2,3.674,6.982
Lig442,-5.1,3.324,6.020
Lig442,-5.1,1.807,2.309
Lig442,-5.1,2.863,6.348
Lig442,-5.1,2.633,3.746
Lig442,-5.0,1.742,4.547
Lig442,-4.9,4.028,7.926
Lig442,-4.9,2.841,6.466
Lig442,-4.9,4.836,8.923
Lig442,-4.9,3.941,7.578
Lig442,-4.8,2.963,5.557
Lig443,-5.6,0.000,0.000
Lig443,-5.5,2.144,5.700
Lig443,-5.4,1.272,1.651
Lig443,-5.2,2.265,5.643
Lig443,-5.2,2.812,5.241
Lig443,-5.1,2.681,4.092
Lig443,-5.1,2.182,3.088
Lig443,-5.1,3.037,5.553
Lig443,-5.1,2.717,4.955
Lig443,-5.0,2.454,4.071
Lig443,-5.0,2.481,5.314
Lig443,-4.9,2.750,4.013
Lig443,-4.9,4.388,7.588
Lig443,-4.9,2.075,5.182
Lig443,-4.8,1.751,4.351
Lig443,-4.7,8.669,10.282
Lig443,-4.5,4.582,7.513
Lig443,-4.5,4.650,7.544
Lig443,-4.5,2.673,5.508
Lig443,-4.5,4.397,7.364
Lig444,-5.6,0.000,0.000
Lig444,-5.3,1.880,2.401
Lig444,-5.3,2.126,4.740
Lig444,-5.3,2.871,5.465
Lig444,-5.2,3.593,7.548
Lig444,-5.1,2.877,4.715
Lig444,-5.1,2.419,6.892
Lig444,-5.0,2.328,2.740
Lig444,-5.0,4.922,8.671
Lig444,-4.9,2.817,4.125
Lig444,-4.9,4.858,8.156
Lig444,-4.8,5.826,8.784
Lig444,-4.8,2.566,6.869
Lig444,-4.8,2.406,6.130
Lig444,-4.7,2.386,6.809
Lig444,-4.7,2.650,4.974
Lig444,-4.7,2.524,4.966
Lig444,-4.7,5.191,8.170
Lig444,-4.6,5.233,8.629
Lig444,-4.6,3.021,6.896
Lig445,-5.5,0.000,0.000
Lig445,-4.9,2.291,5.220
Lig445,-4.8,3.060,5.429
Lig445,-4.8,3.229,6.365
Lig445,-4.7,3.433,6.122
Lig445,-4.7,1.978,5.587
Lig445,-4.6,1.978,5.527
Lig445,-4.4,4.688,7.600
Lig445,-4.4,3.924,8.071
Lig445,-4.4,2.194,4.258
Lig445,-4.4,2.186,5.575
Lig445,-4.4,2.388,5.129
Lig445,-4.3,1.719,3.600
Lig445,-4.2,2.683,4.815
Lig445,-4.2,2.927,4.987
Lig445,-4.2,2.521,5.582
Lig445,-4.1,2.756,5.029
Lig445,-4.0,3.645,6.281
Lig445,-4.0,7.211,8.802
Lig445,-3.9,2.656,5.930
Lig446,-5.4,0.000,0.000
Lig446,-5.3,3.395,6.375
Lig446,-4.7,2.117,5.620
Lig446,-4.7,3.103,5.294
Lig446,-4.7,1.837,3.736
Lig446,-4.6,3.350,5.067
Lig446,-4.6,3.344,6.313
Lig446,-4.5,1.960,3.823
Lig446,-4.5,2.990,4.300
Lig446,-4.5,2.195,5.731
Lig446,-4.4,6.883,8.558
Lig446,-4.4,4.251,5.754
Lig446,-4.4,4.520,6.936
Lig446,-4.4,6.273,8.891
Lig446,-4.4,2.846,6.516
Lig446,-4.2,6.268,8.289
Lig446,-4.2,3.467,5.487
Lig446,-4.2,4.464,6.951
Lig446,-4.1,2.943,4.135
Lig446,-4.0,3.724,5.398
Lig447,-4.9,0.000,0.000
Lig447,-4.9,2.298,5.709
Lig447,-4.8,2.074,3.987
Lig447,-4.8,2.115,3.853
Lig447,-4.8,4.593,7.504
Lig447,-4.7,2.005,4.710
Lig447,-4.7,1.631,4.260
Lig447,-4.5,2.174,4.749
Lig447,-4.5,2.251,4.618
Lig447,-4.4,2.277,5.106
Lig447,-4.4,4.897,7.912
Lig447,-4.4,2.440,5.005
Lig447,-4.3,7.521,8.819
Lig447,-4.3,3.521,6.338
Lig447,-4.2,4.694,7.352
Lig447,-4.2,7.214,8.386
Lig447,-4.1,2.616,5.000
Lig447,-4.1,4.233,5.448
Lig447,-4.0,3.021,5.289
Lig447,-4.0,5.000,7.368
Lig448,-5.6,0.000,0.000
Lig448,-5.1,2.423,4.509
Lig448,-5.0,2.394,3.639
Lig448,-5.0,3.204,5.498
Lig448,-4.8,3.250,5.756
Lig448,-4.7,1.596,1.866
Lig448,-4.7,2.338,4.363
Lig448,-4.5,1.661,4.723
Lig448,-4.4,2.152,4.893
Lig448,-4.4,1.968,4.694
Lig448,-4.4,1.900,3.684
Lig448,-4.4,3.245,7.185
Lig448,-4.3,3.108,5.121
Lig448,-4.3,2.338,3.141
Lig448,-4.2,3.031,4.261
Lig448,-4.2,2.072,4.525
Lig448,-4.2,6.718,8.323
Lig448,-4.2,4.272,6.838
Lig448,-4.1,1.799,2.444
Lig448,-4.0,3.261,4.990
Lig449,-5.7,0.000,0.000
Lig449,-5.5,2.059,2.729
Lig449,-5.3,2.965,5.113
Lig449,-5.2,1.888,2.605
Lig449,-5.1,2.511,4.542
Lig449,-5.0,1.968,2.390
Lig449,-4.8,1.907,3.798
Lig449,-4.6,8.484,9.636
Lig449,-4.6,3.054,5.950
Lig449,-4.6,2.206,3.066
Lig449,-4.6,2.461,4.141
Lig449,-4.5,2.080,3.536
Lig449,-4.5,1.571,1.627
Lig449,-4.5,2.064,3.634
Lig449,-4.2,1.966,4.870
Lig449,-4.2,3.243,5.472
Lig449,-4.2,6.896,8.572
Lig449,-4.1,2.099,4.259
Lig449,-4.0,2.547,4.550
Lig449,-3.9,2.102,5.646
Lig44,-5.8,0.000,0.000
Lig44,-5.1,6.521,8.605
Lig44,-5.0,2.541,4.410
Lig44,-4.8,9.294,10.842
Lig44,-4.7,7.877,9.711
Lig44,-4.7,2.341,4.995
Lig44,-4.6,2.823,5.376
Lig44,-4.6,9.295,10.791
Lig44,-4.3,8.102,9.890
Lig44,-4.3,2.599,5.561
Lig44,-4.3,2.154,3.180
Lig44,-4.2,1.605,2.399
Lig44,-4.1,2.355,4.771
Lig44,-4.1,2.779,4.669
Lig44,-4.0,2.424,5.085
Lig44,-4.0,2.725,4.447
Lig44,-3.9,4.526,5.958
Lig44,-3.9,2.797,4.452
Lig44,-3.9,4.699,6.490
Lig44,-3.9,10.409,12.108
Lig450,-5.2,0.000,0.000
Lig450,-5.1,1.946,3.284
Lig450,-5.0,2.063,4.233
Lig450,-4.9,2.332,5.102
Lig450,-4.8,1.935,2.701
Lig450,-4.8,2.292,4.384
Lig450,-4.6,8.858,11.170
Lig450,-4.5,7.674,8.791
Lig450,-4.5,1.913,4.245
Lig450,-4.5,1.967,3.666
Lig450,-4.5,2.156,4.624
Lig450,-4.4,1.803,2.005
Lig450,-4.4,2.473,4.477
Lig450,-4.4,7.194,9.553
Lig450,-4.4,1.868,4.757
Lig450,-4.4,1.769,2.387
Lig450,-4.3,2.271,4.468
Lig450,-4.3,2.387,3.462
Lig450,-4.2,6.058,9.742
Lig450,-4.2,3.127,5.310
Lig451,-5.5,0.000,0.000
Lig451,-5.3,0.998,1.479
Lig451,-5.2,3.688,6.066
Lig451,-5.0,2.380,4.250
Lig451,-5.0,2.524,4.231
Lig451,-4.9,1.847,3.674
Lig451,-4.7,3.988,7.041
Lig451,-4.6,2.803,4.901
Lig451,-4.5,2.706,5.938
Lig451,-4.4,2.214,4.406
Lig451,-4.3,1.952,5.512
Lig451,-4.2,2.219,4.575
Lig451,-4.2,4.358,7.266
Lig451,-4.2,3.748,5.743
Lig451,-4.1,4.143,7.477
Lig451,-4.1,4.735,7.684
Lig451,-4.1,3.409,4.438
Lig451,-4.0,3.399,5.948
Lig451,-4.0,4.951,7.667
Lig451,-3.9,3.595,5.818
Lig452,-5.9,0.000,0.000
Lig452,-5.8,2.114,3.399
Lig452,-5.8,2.611,4.624
Lig452,-5.6,2.220,4.038
Lig452,-5.4,1.884,2.347
Lig452,-5.2,2.097,4.471
Lig452,-5.1,4.135,6.691
Lig452,-5.0,2.097,3.422
Lig452,-5.0,2.175,4.096
Lig452,-4.9,2.265,4.701
Lig452,-4.9,3.025,5.584
Lig452,-4.9,4.695,8.044
Lig452,-4.9,1.994,4.595
Lig452,-4.9,2.667,5.086
Lig452,-4.8,1.766,4.885
Lig452,-4.7,2.198,4.870
Lig452,-4.6,1.931,4.986
Lig452,-4.6,2.709,3.332
Lig452,-4.6,2.569,4.072
Lig452,-4.5,5.202,7.907
Lig453,-5.3,0.000,0.000
Lig453,-5.3,2.313,4.122
Lig453,-5.0,2.242,4.964
Lig453,-5.0,2.060,2.897
Lig453,-5.0,2.108,4.186
Lig453,-5.0,1.967,4.582
Lig453,-5.0,1.985,4.520
Lig453,-5.0,2.489,4.348
Lig453,-4.9,2.130,3.806
Lig453,-4.6,2.469,3.058
Lig453,-4.5,2.555,5.204
Lig453,-4.5,2.073,4.724
Lig453,-4.5,1.955,5.045
Lig453,-4.5,1.948,4.614
Lig453,-4.4,1.950,4.487
Lig453,-4.3,2.305,5.300
Lig453,-4.2,3.758,4.784
Lig453,-4.2,3.699,5.943
Lig453,-4.2,3.725,5.859
Lig453,-4.1,2.558,5.184
Lig454,-5.7,0.000,0.000
Lig454,-5.7,1.949,2.591
Lig454,-5.6,1.899,2.366
Lig454,-5.5,1.513,2.659
Lig454,-5.4,2.059,3.727
Lig454,-5.2,1.206,2.318
Lig454,-5.1,2.331,5.098
Lig454,-5.1,2.187,3.800
Lig454,-5.0,2.382,4.847
Lig454,-5.0,2.015,2.700
Lig454,-4.8,2.285,4.411
Lig454,-4.8,3.694,6.154
Lig454,-4.8,2.054,4.902
Lig454,-4.7,2.127,5.092
Lig454,-4.6,2.499,5.693
Lig454,-4.6,2.264,4.613
Lig454,-4.5,5.694,8.153
Lig454,-4.5,6.914,8.964
Lig454,-4.4,7.771,10.255
Lig454,-4.4,5.754,7.950
Lig455,-5.5,0.000,0.000
Lig455,-5.5,2.328,5.143
Lig455,-5.4,1.323,1.572
Lig455,-5.3,1.714,3.414
Lig455,-5.2,2.799,5.199
Lig455,-5.1,2.263,5.150
Lig455,-5.1,1.977,4.541
Lig455,-5.0,2.064,2.974
Lig455,-5.0,2.915,5.332
Lig455,-4.9,2.982,6.416
Lig455,-4.7,2.076,4.841
Lig455,-4.6,8.203,9.836
Lig455,-4.6,2.531,4.041
Lig455,-4.5,4.974,7.743
Lig455,-4.5,1.954,5.936
Lig455,-4.5,2.810,5.666
Lig455,-4.5,4.381,7.162
Lig455,-4.4,1.951,5.081
Lig455,-4.4,2.070,4.370
Lig455,-4.4,4.008,8.450
Lig456,-5.5,0.000,0.000
Lig456,-5.4,1.942,5.227
Lig456,-5.3,1.445,2.945
Lig456,-5.3,1.531,2.084
Lig456,-5.2,2.090,5.212
Lig456,-5.1,2.021,4.515
Lig456,-5.0,2.239,3.274
Lig456,-4.9,2.711,5.358
Lig456,-4.9,4.505,7.479
Lig456,-4.9,2.026,4.938
Lig456,-4.9,2.389,3.495
Lig456,-4.6,2.611,5.018
Lig456,-4.6,2.364,4.756
Lig456,-4.6,4.698,7.637
Lig456,-4.5,2.230,4.338
Lig456,-4.4,2.219,4.802
Lig456,-4.4,2.685,5.246
Lig456,-4.4,4.874,7.692
Lig456,-4.3,4.730,6.931
Lig456,-4.2,4.274,6.061
Lig457,-5.8,0.000,0.000
Lig457,-5.8,1.969,2.444
Lig457,-5.8,2.402,3.663
Lig457,-5.7,2.767,5.182
Lig457,-5.5,1.871,4.437
Lig457,-5.4,2.320,4.811
Lig457,-5.3,2.175,3.994
Lig457,-5.0,2.599,5.779
Lig457,-4.9,2.084,5.704
Lig457,-4.8,4.417,7.641
Lig457,-4.7,2.121,5.006
Lig457,-4.7,1.951,4.686
Lig457,-4.7,2.312,3.792
Lig457,-4.5,1.973,5.015
Lig457,-4.4,4.983,7.873
Lig457,-4.4,6.961,8.634
Lig457,-4.4,1.941,2.355
Lig457,-4.3,2.717,6.196
Lig457,-4.3,1.957,4.566
Lig457,-4.3,3.325,6.203
Lig458,-5.6,0.000,0.000
Lig458,-5.5,1.435,2.561
Lig458,-5.3,2.026,4.700
Lig458,-5.1,2.828,5.327
Lig458,-5.1,1.859,4.549
Lig458,-5.1,2.305,5.004
Lig458,-5.1,2.684,4.716
Lig458,-5.0,3.069,5.584
Lig458,-5.0,2.286,3.267
Lig458,-5.0,2.799,5.117
Lig458,-4.9,7.058,8.802
Lig458,-4.6,4.966,7.755
Lig458,-4.3,3.762,8.096
Lig458,-4.3,2.477,5.280
Lig458,-4.2,2.435,5.368
Lig458,-4.2,1.807,2.148
Lig458,-4.2,2.246,4.337
Lig458,-4.2,7.252,8.749
Lig458,-4.2,2.636,6.182
Lig458,-4.1,2.527,5.914
Lig459,-5.6,0.000,0.000
Lig459,-5.5,1.419,2.573
Lig459,-5.3,2.232,3.191
Lig459,-5.2,2.394,5.045
Lig459,-5.2,2.776,4.850
Lig459,-5.2,2.144,4.704
Lig459,-5.1,2.924,5.350
Lig459,-5.1,1.868,4.545
Lig459,-5.0,3.544,6.581
Lig459,-5.0,2.836,5.381
Lig459,-4.9,2.788,5.299
Lig459,-4.8,2.849,5.821
Lig459,-4.8,2.152,3.688
Lig459,-4.6,2.094,4.867
Lig459,-4.6,7.483,9.271
Lig459,-4.6,2.059,5.158
Lig459,-4.6,2.131,4.707
Lig459,-4.5,2.704,5.287
Lig459,-4.5,5.210,7.474
Lig459,-4.4,2.559,5.681
Lig45,-6.3,0.000,0.000
Lig45,-5.7,2.671,3.908
Lig45,-5.7,3.605,5.945
Lig45,-5.5,1.751,2.337
Lig45,-5.3,1.969,2.449
Lig45,-5.3,3.527,5.476
Lig45,-5.2,3.583,5.852
Lig45,-5.2,7.832,9.553
Lig45,-5.0,3.175,5.849
Lig45,-4.8,4.157,5.252
Lig45,-4.7,3.515,4.376
Lig45,-4.7,2.669,5.650
Lig45,-4.7,3.320,5.812
Lig45,-4.7,3.447,6.025
Lig45,-4.6,3.069,4.081
Lig45,-4.6,1.831,2.409
Lig45,-4.6,3.018,4.474
Lig45,-4.5,8.351,9.885
Lig45,-4.5,3.988,5.558
Lig45,-4.5,8.013,9.527
Lig460,-5.1,0.000,0.000
Lig460,-5.1,2.153,4.325
Lig460,-5.0,2.438,4.539
Lig460,-4.9,2.509,3.975
Lig460,-4.8,1.909,2.397
Lig460,-4.7,1.773,4.133
Lig460,-4.7,2.078,3.151
Lig460,-4.6,2.547,3.963
Lig460,-4.5,2.157,3.456
Lig460,-4.4,2.530,4.367
Lig460,-4.3,2.580,5.657
Lig460,-4.3,2.084,3.407
Lig460,-4.3,2.656,4.447
Lig460,-4.3,7.485,9.432
Lig460,-4.3,2.690,5.216
Lig460,-4.3,2.284,3.848
Lig460,-4.2,4.867,7.719
Lig460,-4.2,1.794,2.288
Lig460,-4.2,7.088,9.357
Lig460,-4.0,9.474,10.628
Lig461,-5.2,0.000,0.000
Lig461,-5.2,1.745,4.120
Lig461,-5.2,1.151,1.553
Lig461,-5.0,2.167,4.650
Lig461,-4.8,1.962,4.091
Lig461,-4.7,1.828,4.293
Lig461,-4.7,2.254,4.993
Lig461,-4.6,2.127,4.130
Lig461,-4.4,2.642,5.573
Lig461,-4.3,2.127,5.110
Lig461,-4.3,2.720,4.296
Lig461,-4.2,2.342,3.845
Lig461,-4.2,2.092,4.838
Lig461,-4.2,2.771,5.304
Lig461,-4.1,1.787,2.256
Lig461,-4.1,1.762,3.738
Lig461,-4.0,2.818,4.954
Lig461,-4.0,4.199,5.909
Lig461,-3.9,4.104,6.257
Lig461,-3.9,3.630,5.773
Lig462,-5.8,0.000,0.000
Lig462,-5.3,1.860,2.970
Lig462,-5.2,1.945,3.990
Lig462,-5.2,2.252,3.780
Lig462,-4.8,2.800,4.619
Lig462,-4.7,2.643,5.319
Lig462,-4.7,2.226,3.957
Lig462,-4.7,6.532,8.345
Lig462,-4.6,2.054,3.848
Lig462,-4.5,2.615,4.137
Lig462,-4.4,2.994,4.561
Lig462,-4.2,3.029,5.741
Lig462,-4.2,6.454,7.846
Lig462,-4.2,2.378,4.184
Lig462,-4.2,3.541,5.087
Lig462,-4.1,2.337,4.768
Lig462,-4.1,4.114,6.814
Lig462,-4.1,3.187,5.182
Lig462,-3.9,2.941,5.529
Lig462,-3.8,2.294,4.834
Lig463,-6.8,0.000,0.000
Lig463,-6.6,3.757,6.059
Lig463,-6.4,3.076,6.678
Lig463,-6.3,2.721,4.468
Lig463,-6.2,6.353,9.633
Lig463,-6.2,2.443,7.231
Lig463,-6.1,1.802,3.686
Lig463,-6.0,2.457,7.290
Lig463,-6.0,1.997,2.422
Lig463,-5.8,6.508,9.315
Lig463,-5.7,3.419,7.072
Lig463,-5.7,2.487,7.188
Lig463,-5.6,2.643,4.775
Lig463,-5.6,3.655,7.802
Lig463,-5.5,2.846,7.901
Lig463,-5.5,5.369,7.221
Lig463,-5.5,2.763,3.087
Lig463,-5.4,3.314,5.949
Lig463,-5.3,3.164,6.345
Lig463,-5.1,3.827,5.427
Lig464,-6.7,0.000,0.000
Lig464,-6.5,3.551,5.560
Lig464,-6.4,2.425,4.246
Lig464,-6.3,1.850,3.647
Lig464,-6.2,2.857,6.673
Lig464,-6.1,6.439,9.685
Lig464,-6.0,1.153,1.296
Lig464,-5.9,4.881,7.401
Lig464,-5.9,4.472,7.795
Lig464,-5.8,2.832,7.178
Lig464,-5.8,3.973,6.998
Lig464,-5.8,2.341,7.669
Lig464,-5.8,6.484,9.111
Lig464,-5.7,7.050,10.701
Lig464,-5.7,2.935,7.966
Lig464,-5.7,2.770,5.993
Lig464,-5.6,3.667,7.607
Lig464,-5.5,4.261,8.266
Lig464,-5.3,2.568,3.368
Lig464,-5.1,3.590,5.556
Lig465,-6.4,0.000,0.000
Lig465,-6.3,3.673,6.103
Lig465,-6.3,3.878,6.112
Lig465,-6.3,3.576,8.107
Lig465,-6.3,1.765,3.594
Lig465,-6.3,4.277,10.131
Lig465,-6.2,2.810,7.430
Lig465,-6.0,4.026,9.554
Lig465,-5.7,3.547,7.698
Lig465,-5.6,5.043,10.126
Lig465,-5.6,2.805,4.331
Lig465,-5.5,2.497,7.680
Lig465,-5.4,4.839,9.952
Lig465,-5.4,5.229,9.037
Lig465,-5.4,2.723,7.301
Lig465,-5.3,5.005,8.004
Lig465,-5.2,2.544,8.259
Lig465,-5.2,3.778,6.154
Lig465,-5.1,3.777,6.631
Lig465,-5.1,5.145,7.984
Lig46,-5.5,0.000,0.000
Lig46,-5.5,2.480,5.853
Lig46,-5.5,2.416,4.490
Lig46,-5.4,2.459,6.325
Lig46,-5.3,2.612,4.304
Lig46,-5.2,5.035,7.247
Lig46,-5.1,2.741,4.896
Lig46,-5.1,1.964,2.475
Lig46,-5.1,2.140,4.008
Lig46,-4.9,7.735,9.121
Lig46,-4.8,3.461,6.299
Lig46,-4.7,6.052,8.045
Lig46,-4.7,3.119,5.779
Lig46,-4.6,8.908,10.301
Lig46,-4.5,2.425,5.358
Lig46,-4.5,2.396,4.580
Lig46,-4.5,6.309,8.472
Lig46,-4.4,6.651,7.880
