Number,Molecule,affinity_(kcal/mol),rmsd_lb,rmsd_ub
5827,Lig364,-5.1,1.956,4.114
5828,Lig364,-5.0,2.136,2.702
5829,Lig364,-4.9,3.2430000000000003,5.275
5830,Lig364,-4.7,2.122,4.275
5831,Lig364,-4.7,4.38,6.52
5832,Lig364,-4.6,6.257000000000001,8.471
5833,Lig364,-4.4,2.092,4.8180000000000005
5834,Lig364,-4.4,1.906,2.286
5835,Lig364,-4.4,2.244,4.444
5836,Lig364,-4.3,1.834,5.05
5837,Lig364,-4.3,5.409,7.056
5838,Lig364,-4.2,1.933,5.282
5839,Lig364,-4.2,1.89,4.605
5840,Lig364,-4.2,2.127,4.952
5841,Lig364,-4.1,5.917000000000001,7.624
5842,Lig364,-4.1,1.805,2.423
5843,Lig365,-5.7,0.0,0.0
5844,Lig365,-5.4,2.886,5.284
5845,Lig365,-5.3,2.499,4.703
5846,Lig365,-5.2,2.177,3.315
5847,Lig365,-5.1,2.347,4.111000000000001
5848,Lig365,-5.1,1.9669999999999999,4.68
5849,Lig365,-4.9,3.161,5.782
5850,Lig365,-4.8,2.088,4.825
5851,Lig365,-4.8,3.19,4.806
5852,Lig365,-4.7,3.013,5.519
5853,Lig365,-4.6,7.281000000000001,9.347000000000001
5854,Lig365,-4.6,3.0860000000000003,4.92
5855,Lig365,-4.6,2.102,5.41
5856,Lig365,-4.6,2.039,4.819
5857,Lig365,-4.5,2.103,2.92
5858,Lig365,-4.5,5.513999999999999,8.18
5859,Lig365,-4.4,6.235,7.571000000000001
5860,Lig365,-4.4,2.915,5.0489999999999995
5861,Lig365,-4.3,4.284,7.569
5862,Lig365,-4.3,2.187,5.192
5863,Lig366,-5.9,0.0,0.0
5864,Lig366,-5.4,2.944,5.4079999999999995
5865,Lig366,-5.2,2.366,4.204
5866,Lig366,-5.2,2.039,3.262
5867,Lig366,-5.0,2.227,5.68
5868,Lig366,-4.9,1.67,2.638
5869,Lig366,-4.8,3.4819999999999998,7.836
5870,Lig366,-4.6,2.986,3.9530000000000003
5871,Lig366,-4.6,1.8980000000000001,4.037
5872,Lig366,-4.6,3.818,6.617000000000001
5873,Lig366,-4.6,4.255,7.457000000000001
5874,Lig366,-4.5,6.108,7.848
5875,Lig366,-4.5,2.42,4.704
5876,Lig366,-4.4,4.046,5.642
5877,Lig366,-4.3,2.747,4.708
5878,Lig366,-4.2,4.225,7.0120000000000005
5879,Lig366,-4.2,1.966,2.4659999999999997
5880,Lig366,-4.2,6.9670000000000005,8.933
5881,Lig366,-4.2,6.359,9.517999999999999
5882,Lig366,-4.2,5.457000000000001,8.8
5883,Lig367,-7.0,0.0,0.0
5884,Lig367,-6.9,3.6630000000000003,9.027000000000001
5885,Lig367,-6.9,3.438,8.449
5886,Lig367,-6.8,2.7439999999999998,4.581
5887,Lig367,-6.8,1.455,2.069
5888,Lig367,-6.8,3.33,8.4
5889,Lig367,-6.8,3.264,8.134
5890,Lig367,-6.7,3.799,6.444
5891,Lig367,-6.7,3.435,6.0889999999999995
5892,Lig367,-6.7,3.455,8.898
5893,Lig367,-6.6,2.167,3.0469999999999997
5894,Lig367,-6.6,2.2430000000000003,4.946000000000001
5895,Lig367,-6.6,1.992,2.658
5896,Lig367,-6.6,2.41,3.765
5897,Lig367,-6.6,1.845,2.591
5898,Lig367,-6.6,4.97,8.442
5899,Lig367,-6.6,1.9169999999999998,2.801
5900,Lig367,-6.4,3.713,8.363999999999999
5901,Lig367,-6.3,2.592,8.156
5902,Lig367,-6.3,3.285,7.834
5903,Lig368,-6.6,0.0,0.0
5904,Lig368,-6.4,1.043,1.778
5905,Lig368,-6.2,1.202,2.088
5906,Lig368,-6.0,2.6439999999999997,3.713
5907,Lig368,-5.9,6.513999999999999,9.171
5908,Lig368,-5.9,6.367999999999999,9.529
5909,Lig368,-5.9,2.967,4.76
5910,Lig368,-5.8,3.492,5.115
5911,Lig368,-5.8,4.404,7.6579999999999995
5912,Lig368,-5.8,2.38,4.374
5913,Lig368,-5.8,4.167,8.424
5914,Lig368,-5.8,4.6610000000000005,8.435
5915,Lig368,-5.7,3.93,8.121
5916,Lig368,-5.6,2.909,3.9739999999999998
5917,Lig368,-5.6,3.773,6.598
5918,Lig368,-5.5,4.81,8.985
5919,Lig368,-5.5,2.8280000000000003,4.667
5920,Lig368,-5.4,3.7030000000000003,5.992999999999999
5921,Lig368,-5.4,1.912,3.695
5922,Lig368,-5.4,4.175,7.194
5923,Lig369,-6.8,0.0,0.0
5924,Lig369,-6.7,3.5989999999999998,8.908
5925,Lig369,-6.6,4.65,8.654
5926,Lig369,-6.6,1.973,2.95
5927,Lig369,-6.5,5.627000000000001,11.017999999999999
5928,Lig369,-6.5,3.819,9.003
5929,Lig369,-6.5,1.952,2.759
5930,Lig369,-6.3,3.237,7.994
5931,Lig369,-6.3,2.548,7.859
5932,Lig369,-6.3,2.432,7.053
5933,Lig369,-6.3,6.432,8.781
5934,Lig369,-6.2,5.981,10.261
5935,Lig369,-6.2,3.451,8.257
5936,Lig369,-6.2,6.001,10.304
5937,Lig369,-6.0,4.2330000000000005,6.221
5938,Lig369,-6.0,4.263999999999999,7.305
5939,Lig369,-5.9,6.162999999999999,11.318
5940,Lig369,-5.9,4.103,8.997
5941,Lig369,-5.8,5.351,7.981
5942,Lig369,-5.7,4.881,8.924
5943,Lig36,-7.2,0.0,0.0
5944,Lig36,-7.2,2.2680000000000002,5.89
5945,Lig36,-6.7,2.345,5.912999999999999
5946,Lig36,-6.7,3.55,7.064
5947,Lig36,-6.7,3.915,7.855
5948,Lig36,-6.5,3.4530000000000003,8.66
5949,Lig36,-6.5,2.827,7.2410000000000005
5950,Lig36,-6.4,3.122,8.397
5951,Lig36,-6.3,5.082,9.166
5952,Lig36,-6.2,4.439,9.484
5953,Lig36,-6.2,3.41,8.293
5954,Lig36,-6.2,3.975,7.685
5955,Lig36,-6.1,9.629,14.165999999999999
5956,Lig36,-6.0,4.57,9.001
5957,Lig36,-6.0,4.131,9.349
5958,Lig36,-6.0,9.771,14.283
5959,Lig36,-5.9,4.292,7.56
5960,Lig36,-5.9,3.9389999999999996,7.401
5961,Lig36,-5.9,3.13,6.619
5962,Lig36,-5.7,5.136,9.023
5963,Lig370,-6.0,0.0,0.0
5964,Lig370,-5.7,2.593,3.156
5965,Lig370,-5.5,2.385,3.4339999999999997
5966,Lig370,-5.5,2.985,5.3660000000000005
5967,Lig370,-5.4,1.76,4.553
5968,Lig370,-5.3,4.1339999999999995,8.499
5969,Lig370,-5.2,3.498,5.825
5970,Lig370,-5.1,3.2110000000000003,5.627999999999999
5971,Lig370,-5.1,2.7569999999999997,5.2589999999999995
5972,Lig370,-5.0,2.8569999999999998,5.083
5973,Lig370,-4.9,7.75,9.26
5974,Lig370,-4.9,1.781,2.04
5975,Lig370,-4.9,1.774,2.15
5976,Lig370,-4.9,2.133,4.4239999999999995
5977,Lig370,-4.8,2.946,3.253
5978,Lig370,-4.7,7.946000000000001,9.443
5979,Lig370,-4.7,4.212,6.791
5980,Lig370,-4.6,2.461,3.5039999999999996
5981,Lig370,-4.6,4.906000000000001,7.766
5982,Lig370,-4.6,4.482,7.702000000000001
5983,Lig371,-5.4,0.0,0.0
5984,Lig371,-5.3,3.452,5.079
5985,Lig371,-5.1,1.854,2.42
5986,Lig371,-5.0,4.117,5.499
5987,Lig371,-5.0,2.2880000000000003,3.924
5988,Lig371,-5.0,3.585,4.427
5989,Lig371,-4.9,7.914,10.485
5990,Lig371,-4.9,4.46,6.564
5991,Lig371,-4.9,5.143,7.318
5992,Lig371,-4.7,1.985,2.4330000000000003
5993,Lig371,-4.7,2.891,5.0089999999999995
5994,Lig371,-4.7,2.344,4.33
5995,Lig371,-4.6,4.643,6.343999999999999
5996,Lig371,-4.5,1.558,1.6469999999999998
5997,Lig371,-4.5,4.663,6.912000000000001
5998,Lig371,-4.5,3.2110000000000003,4.0
5999,Lig371,-4.4,3.39,5.325
6000,Lig371,-4.4,3.46,6.051
6001,Lig371,-4.3,3.3139999999999996,5.492000000000001
6002,Lig371,-4.1,3.108,4.551
6003,Lig372,-5.9,0.0,0.0
6004,Lig372,-5.9,2.233,5.393
6005,Lig372,-5.5,2.4819999999999998,2.9130000000000003
6006,Lig372,-5.3,2.785,5.138
6007,Lig372,-5.3,3.8539999999999996,7.919
6008,Lig372,-5.3,2.88,4.998
6009,Lig372,-5.1,6.817,9.09
6010,Lig372,-5.0,3.812,6.067
6011,Lig372,-4.9,4.675,7.016
6012,Lig372,-4.9,2.147,2.699
6013,Lig372,-4.8,2.767,3.648
6014,Lig372,-4.8,4.391,7.321000000000001
6015,Lig372,-4.7,4.529,7.034
6016,Lig372,-4.6,3.775,6.303999999999999
6017,Lig372,-4.5,4.7860000000000005,7.8629999999999995
6018,Lig372,-4.5,2.222,5.375
6019,Lig372,-4.5,2.55,5.494
6020,Lig372,-4.4,2.8960000000000004,5.975
6021,Lig372,-4.4,3.397,6.187
6022,Lig372,-4.2,3.73,6.803999999999999
6023,Lig373,-5.7,0.0,0.0
6024,Lig373,-5.3,3.2289999999999996,5.7410000000000005
6025,Lig373,-5.1,2.15,4.819
6026,Lig373,-5.1,2.434,5.013999999999999
6027,Lig373,-5.1,7.152,8.915
6028,Lig373,-5.1,2.013,4.292
6029,Lig373,-5.0,2.5340000000000003,4.079
6030,Lig373,-5.0,1.929,4.621
6031,Lig373,-4.8,3.463,6.097
6032,Lig373,-4.7,1.902,5.188
6033,Lig373,-4.7,4.745,7.593
6034,Lig373,-4.7,3.2110000000000003,5.249
6035,Lig373,-4.5,4.213,6.584
6036,Lig373,-4.5,2.552,3.7289999999999996
6037,Lig373,-4.5,3.011,5.4479999999999995
6038,Lig373,-4.4,2.1,4.937
6039,Lig373,-4.4,5.962000000000001,7.702000000000001
6040,Lig373,-4.4,2.234,5.836
6041,Lig373,-4.3,2.633,3.971
6042,Lig373,-4.3,4.4,7.001
6043,Lig374,-5.1,0.0,0.0
6044,Lig374,-5.0,1.8330000000000002,5.011
6045,Lig374,-4.9,2.799,5.157
6046,Lig374,-4.9,2.912,5.249
6047,Lig374,-4.8,2.34,3.5010000000000003
6048,Lig374,-4.8,7.192,8.889
6049,Lig374,-4.7,3.735,6.2139999999999995
6050,Lig374,-4.7,3.3569999999999998,6.276
6051,Lig374,-4.6,3.162,5.147
6052,Lig374,-4.6,3.525,5.461
6053,Lig374,-4.5,2.387,5.78
6054,Lig374,-4.5,2.072,4.673
6055,Lig374,-4.5,4.162,7.06
6056,Lig374,-4.5,2.061,4.735
6057,Lig374,-4.4,2.761,3.68
6058,Lig374,-4.4,2.398,5.892
6059,Lig374,-4.4,6.932,10.385
6060,Lig374,-4.3,4.45,7.599
6061,Lig374,-4.3,3.867,6.669
6062,Lig374,-4.2,6.465,7.59
6063,Lig375,-5.3,0.0,0.0
6064,Lig375,-5.3,1.633,2.109
6065,Lig375,-5.2,2.012,4.739
6066,Lig375,-5.1,2.697,5.121
6067,Lig375,-5.1,2.58,4.849
6068,Lig375,-5.0,2.0269999999999997,5.712000000000001
6069,Lig375,-4.9,2.208,4.6819999999999995
6070,Lig375,-4.9,2.129,2.591
6071,Lig375,-4.9,3.109,5.059
6072,Lig375,-4.8,2.209,4.473
6073,Lig375,-4.8,3.221,5.871
6074,Lig375,-4.7,1.879,4.25
6075,Lig375,-4.7,2.986,6.004
6076,Lig375,-4.6,1.9,4.5889999999999995
6077,Lig375,-4.6,3.0180000000000002,5.952999999999999
6078,Lig375,-4.5,3.245,5.585
6079,Lig375,-4.5,3.3930000000000002,6.207999999999999
6080,Lig375,-4.5,4.957,7.388999999999999
6081,Lig375,-4.5,6.896,7.976
6082,Lig375,-4.4,5.466,8.171
6083,Lig376,-6.4,0.0,0.0
6084,Lig376,-6.0,3.0180000000000002,4.333
6085,Lig376,-6.0,3.112,4.277
6086,Lig376,-6.0,2.5069999999999997,2.998
6087,Lig376,-6.0,2.4819999999999998,4.565
6088,Lig376,-5.9,1.435,1.788
6089,Lig376,-5.9,5.23,7.462999999999999
6090,Lig376,-5.8,4.46,6.046
6091,Lig376,-5.6,1.99,4.757
6092,Lig376,-5.6,4.082,5.944
6093,Lig376,-5.6,6.042999999999999,8.736
6094,Lig376,-5.5,3.486,6.218999999999999
6095,Lig376,-5.4,8.792,9.923
6096,Lig376,-5.4,2.053,2.633
6097,Lig376,-5.3,3.202,5.511
6098,Lig376,-5.1,3.051,4.758
6099,Lig376,-5.1,6.343999999999999,8.725
6100,Lig376,-5.0,7.106,8.69
6101,Lig376,-5.0,6.135,8.63
6102,Lig376,-4.9,3.659,6.504
6103,Lig377,-6.2,0.0,0.0
6104,Lig377,-6.1,3.4810000000000003,6.622999999999999
6105,Lig377,-6.1,2.339,4.726
6106,Lig377,-6.1,3.5039999999999996,5.865
6107,Lig377,-6.0,3.614,6.131
6108,Lig377,-6.0,1.8980000000000001,2.427
6109,Lig377,-5.9,2.695,3.6689999999999996
6110,Lig377,-5.8,4.629,7.2170000000000005
6111,Lig377,-5.7,5.242999999999999,8.648
6112,Lig377,-5.7,3.1039999999999996,4.975
6113,Lig377,-5.6,3.2689999999999997,5.672999999999999
6114,Lig377,-5.6,3.7960000000000003,5.587000000000001
6115,Lig377,-5.6,1.639,4.3260000000000005
6116,Lig377,-5.5,1.7209999999999999,2.271
6117,Lig377,-5.5,6.269,8.884
6118,Lig377,-5.5,5.14,8.576
6119,Lig377,-5.4,5.569,7.69
6120,Lig377,-5.3,5.193,7.194
6121,Lig377,-5.2,6.737,9.521
6122,Lig377,-5.2,4.202,6.91
6123,Lig378,-6.1,0.0,0.0
6124,Lig378,-6.1,1.4809999999999999,1.771
6125,Lig378,-6.0,3.753,6.693
6126,Lig378,-5.9,3.156,5.267
6127,Lig378,-5.9,2.5810000000000004,3.6460000000000004
6128,Lig378,-5.8,3.1260000000000003,5.157
6129,Lig378,-5.8,4.7860000000000005,7.452000000000001
6130,Lig378,-5.7,2.823,4.7
6131,Lig378,-5.7,3.193,3.997
6132,Lig378,-5.5,2.7760000000000002,5.332999999999999
6133,Lig378,-5.4,2.487,3.097
6134,Lig378,-5.3,4.867,8.035
6135,Lig378,-5.1,5.547999999999999,7.727
6136,Lig378,-5.0,6.087999999999999,8.718
6137,Lig378,-5.0,6.145,7.586
6138,Lig378,-5.0,3.88,5.952000000000001
6139,Lig378,-5.0,1.865,2.4
6140,Lig378,-5.0,3.5060000000000002,5.223
6141,Lig378,-5.0,4.497,6.63
6142,Lig378,-4.9,5.41,6.732
6143,Lig379,-4.9,0.0,0.0
6144,Lig379,-4.8,2.126,3.53
6145,Lig379,-4.7,8.966000000000001,10.048
6146,Lig379,-4.7,3.614,5.595
6147,Lig379,-4.7,1.64,2.927
6148,Lig379,-4.6,1.9080000000000001,3.762
6149,Lig379,-4.5,2.9619999999999997,5.023
6150,Lig379,-4.4,2.3609999999999998,3.9530000000000003
6151,Lig379,-4.3,2.01,2.5380000000000003
6152,Lig379,-4.3,3.366,4.876
6153,Lig379,-4.2,2.832,4.927
6154,Lig379,-4.1,5.957000000000001,8.128
6155,Lig379,-4.0,6.8229999999999995,8.691
6156,Lig379,-3.9,8.654,9.775
6157,Lig379,-3.9,5.394,6.867999999999999
6158,Lig379,-3.9,6.2829999999999995,8.015
6159,Lig379,-3.9,6.978,8.782
6160,Lig379,-3.8,2.6719999999999997,3.897
6161,Lig379,-3.8,7.433,8.872
6162,Lig379,-3.8,7.162999999999999,8.658
6163,Lig37,-7.2,0.0,0.0
6164,Lig37,-7.2,7.77,11.605
6165,Lig37,-7.2,0.7170000000000001,1.653
6166,Lig37,-7.1,2.5580000000000003,6.055
6167,Lig37,-7.1,2.543,4.707
6168,Lig37,-7.0,2.585,6.23
6169,Lig37,-7.0,2.647,3.653
6170,Lig37,-6.8,2.131,5.979
6171,Lig37,-6.7,2.608,6.946000000000001
6172,Lig37,-6.7,3.102,6.172999999999999
6173,Lig37,-6.3,2.309,8.02
6174,Lig37,-6.3,3.9,7.461
6175,Lig37,-6.3,2.456,8.305
6176,Lig37,-6.2,3.67,7.6
6177,Lig37,-6.2,3.097,5.81
6178,Lig37,-6.1,9.302999999999999,13.040999999999999
6179,Lig37,-6.1,3.701,7.73
6180,Lig37,-6.1,2.6069999999999998,6.476
6181,Lig37,-6.0,2.5810000000000004,6.537999999999999
6182,Lig37,-6.0,10.559000000000001,14.635
6183,Lig380,-5.1,0.0,0.0
6184,Lig380,-4.9,2.0340000000000003,4.242
6185,Lig380,-4.7,10.078,11.327
6186,Lig380,-4.6,3.2030000000000003,4.867
6187,Lig380,-4.5,1.7209999999999999,1.857
6188,Lig380,-4.3,6.496,8.37
6189,Lig380,-4.3,1.935,2.43
6190,Lig380,-4.3,2.051,3.68
6191,Lig380,-4.2,7.178999999999999,8.697000000000001
6192,Lig380,-4.1,7.4,8.533999999999999
6193,Lig380,-4.1,9.426,10.72
6194,Lig380,-4.1,1.758,3.616
6195,Lig380,-4.1,2.505,4.489
6196,Lig380,-4.0,9.096,10.133
6197,Lig380,-3.9,9.5,10.725999999999999
6198,Lig380,-3.9,1.892,4.467
6199,Lig380,-3.7,2.0909999999999997,4.444
6200,Lig380,-3.7,8.396,10.221
6201,Lig380,-3.6,8.088,9.434
6202,Lig381,-5.1,0.0,0.0
6203,Lig381,-4.7,10.138,11.374
6204,Lig381,-4.6,2.106,3.9989999999999997
6205,Lig381,-4.5,1.5959999999999999,3.406
6206,Lig381,-4.5,9.76,10.984000000000002
6207,Lig381,-4.2,7.93,9.794
6208,Lig381,-4.2,1.956,3.605
6209,Lig381,-4.2,1.71,4.199
6210,Lig381,-4.2,7.287999999999999,8.855
6211,Lig381,-4.1,2.484,4.209
6212,Lig381,-4.0,2.358,4.309
6213,Lig381,-4.0,8.826,10.364
6214,Lig381,-4.0,1.9369999999999998,3.75
6215,Lig381,-3.9,7.141,8.865
6216,Lig381,-3.9,7.153,8.016
6217,Lig381,-3.8,2.2,3.054
6218,Lig381,-3.8,7.7170000000000005,9.521
6219,Lig381,-3.7,6.742000000000001,8.244
6220,Lig381,-3.7,7.242999999999999,8.839
6221,Lig381,-3.6,7.64,9.448
6222,Lig382,-5.6,0.0,0.0
6223,Lig382,-5.5,0.38,1.382
6224,Lig382,-5.4,3.16,5.667999999999999
6225,Lig382,-5.2,2.0180000000000002,4.622
6226,Lig382,-5.1,2.521,4.421
6227,Lig382,-5.1,2.096,4.538
6228,Lig382,-5.0,3.332,6.127000000000001
6229,Lig382,-4.9,2.516,3.77
6230,Lig382,-4.9,5.511,9.057
6231,Lig382,-4.9,3.237,5.1080000000000005
6232,Lig382,-4.8,2.66,5.196000000000001
6233,Lig382,-4.8,2.116,4.708
6234,Lig382,-4.7,2.97,4.405
6235,Lig382,-4.7,1.337,1.764
6236,Lig382,-4.6,1.74,2.2640000000000002
6237,Lig382,-4.5,1.8940000000000001,2.428
6238,Lig382,-4.4,6.398,9.056000000000001
6239,Lig382,-4.1,7.766,11.116
6240,Lig382,-4.0,6.622999999999999,9.324
6241,Lig382,-4.0,2.2430000000000003,5.2
6242,Lig383,-5.7,0.0,0.0
6243,Lig383,-5.7,2.6519999999999997,5.216
6244,Lig383,-5.7,2.7239999999999998,5.2410000000000005
6245,Lig383,-5.5,3.2510000000000003,7.178999999999999
6246,Lig383,-5.5,2.141,5.685
6247,Lig383,-5.4,2.21,4.34
6248,Lig383,-5.3,2.287,4.762
6249,Lig383,-5.2,1.975,4.235
6250,Lig383,-5.2,1.9340000000000002,4.78
6251,Lig383,-5.2,2.065,5.405
6252,Lig383,-5.2,2.3,4.165
6253,Lig383,-5.1,2.12,5.26
6254,Lig383,-5.0,2.306,6.037000000000001
6255,Lig383,-5.0,2.553,6.466
6256,Lig383,-5.0,1.954,5.069
6257,Lig383,-4.9,3.1919999999999997,5.894
6258,Lig383,-4.8,2.148,5.871
6259,Lig383,-4.7,3.62,7.04
6260,Lig383,-4.7,2.667,6.444
6261,Lig383,-4.7,7.787000000000001,10.409
6262,Lig384,-5.8,0.0,0.0
6263,Lig384,-5.7,0.359,1.27
6264,Lig384,-5.4,2.436,4.476
6265,Lig384,-5.2,2.157,4.582
6266,Lig384,-5.0,2.153,4.441
6267,Lig384,-5.0,2.926,5.405
6268,Lig384,-5.0,2.435,5.281000000000001
6269,Lig384,-4.9,2.125,3.445
6270,Lig384,-4.7,3.083,5.184
6271,Lig384,-4.7,7.457000000000001,9.176
6272,Lig384,-4.7,4.354,6.084
6273,Lig384,-4.7,2.623,5.088
6274,Lig384,-4.7,5.354,8.942
6275,Lig384,-4.6,3.694,6.4
6276,Lig384,-4.6,4.125,6.233
6277,Lig384,-4.6,6.126,7.9879999999999995
6278,Lig384,-4.6,4.0489999999999995,7.053999999999999
6279,Lig384,-4.4,3.799,6.697
6280,Lig384,-4.3,2.772,4.898
6281,Lig384,-4.2,5.2410000000000005,7.632000000000001
6282,Lig385,-6.4,0.0,0.0
6283,Lig385,-6.1,3.3089999999999997,3.991
6284,Lig385,-6.0,4.667,6.57
6285,Lig385,-6.0,2.441,4.521
6286,Lig385,-6.0,2.478,3.062
6287,Lig385,-6.0,4.2669999999999995,6.144
6288,Lig385,-5.8,5.95,8.662
6289,Lig385,-5.7,1.9780000000000002,4.809
6290,Lig385,-5.7,1.4169999999999998,1.8730000000000002
6291,Lig385,-5.7,4.372,6.35
6292,Lig385,-5.6,4.952,8.467
6293,Lig385,-5.6,3.1189999999999998,5.118
6294,Lig385,-5.5,3.1689999999999996,5.202999999999999
6295,Lig385,-5.5,2.865,4.507
6296,Lig385,-5.5,3.032,5.127999999999999
6297,Lig385,-5.5,3.092,5.547000000000001
6298,Lig385,-5.4,2.798,4.979
6299,Lig385,-5.3,2.687,4.776
6300,Lig385,-5.3,3.551,5.777
6301,Lig385,-5.2,5.104,7.535
6302,Lig386,-6.1,0.0,0.0
6303,Lig386,-6.0,1.4,1.6980000000000002
6304,Lig386,-5.9,3.733,6.745
6305,Lig386,-5.8,3.043,5.136
6306,Lig386,-5.8,3.5439999999999996,5.97
6307,Lig386,-5.7,3.888,6.535
6308,Lig386,-5.7,3.0380000000000003,4.332
6309,Lig386,-5.6,5.654,7.815
6310,Lig386,-5.5,2.613,2.781
6311,Lig386,-5.5,3.6639999999999997,6.702000000000001
6312,Lig386,-5.5,2.734,4.84
6313,Lig386,-5.4,2.508,3.036
6314,Lig386,-5.4,4.042,6.275
6315,Lig386,-5.4,2.64,5.142
6316,Lig386,-5.3,2.705,5.156000000000001
6317,Lig386,-5.3,4.281000000000001,7.343999999999999
6318,Lig386,-5.3,1.88,4.234
6319,Lig386,-5.2,3.1069999999999998,5.635
6320,Lig386,-5.1,3.9819999999999998,6.329
6321,Lig386,-5.1,3.266,5.843
6322,Lig387,-5.9,0.0,0.0
6323,Lig387,-5.8,2.387,3.699
6324,Lig387,-5.8,3.7319999999999998,7.202000000000001
6325,Lig387,-5.7,3.361,5.837999999999999
6326,Lig387,-5.7,3.343,6.428999999999999
6327,Lig387,-5.7,2.969,4.22
6328,Lig387,-5.6,3.324,6.774
6329,Lig387,-5.6,4.909,6.992000000000001
6330,Lig387,-5.6,3.0380000000000003,5.647
6331,Lig387,-5.5,6.111000000000001,9.646
6332,Lig387,-5.5,3.31,6.441
6333,Lig387,-5.3,3.8489999999999998,6.178999999999999
6334,Lig387,-5.3,4.024,5.766
6335,Lig387,-5.2,3.622,7.0489999999999995
6336,Lig387,-5.2,2.6489999999999996,4.8
6337,Lig387,-5.2,2.318,4.104
6338,Lig387,-5.2,5.6160000000000005,7.946000000000001
6339,Lig387,-5.1,3.38,6.785
6340,Lig387,-5.1,2.886,4.647
6341,Lig387,-5.0,7.441,9.964
6342,Lig388,-6.2,0.0,0.0
6343,Lig388,-6.1,0.846,1.926
6344,Lig388,-6.1,2.44,4.5569999999999995
6345,Lig388,-5.9,2.49,3.498
6346,Lig388,-5.9,2.292,3.034
6347,Lig388,-5.9,2.206,4.187
6348,Lig388,-5.8,2.01,2.206
6349,Lig388,-5.8,2.122,5.146
6350,Lig388,-5.7,3.917,6.94
6351,Lig388,-5.7,8.871,9.999
6352,Lig388,-5.6,3.8939999999999997,6.162999999999999
6353,Lig388,-5.6,4.087,6.46
6354,Lig388,-5.5,2.208,4.573
6355,Lig388,-5.5,2.7969999999999997,5.082
6356,Lig388,-5.5,2.326,3.7539999999999996
6357,Lig388,-5.2,3.5980000000000003,5.678999999999999
6358,Lig388,-5.2,6.125,9.202
6359,Lig388,-5.1,6.428,8.889
6360,Lig388,-5.0,6.361000000000001,8.908
6361,Lig388,-4.9,2.9339999999999997,5.117
6362,Lig389,-6.4,0.0,0.0
6363,Lig389,-6.3,2.294,4.466
6364,Lig389,-6.2,2.346,4.638999999999999
6365,Lig389,-6.1,0.89,1.8980000000000001
6366,Lig389,-5.9,3.214,5.481
6367,Lig389,-5.9,2.6710000000000003,5.207999999999999
6368,Lig389,-5.8,2.174,4.8
6369,Lig389,-5.8,2.3819999999999997,5.5360000000000005
6370,Lig389,-5.7,4.552,8.362
6371,Lig389,-5.7,2.997,5.278
6372,Lig389,-5.6,5.047,8.907
6373,Lig389,-5.6,2.909,5.357
6374,Lig389,-5.5,3.173,4.948
6375,Lig389,-5.5,1.714,2.33
6376,Lig389,-5.4,2.177,5.292000000000001
6377,Lig389,-5.4,3.287,6.388
6378,Lig389,-5.4,6.2589999999999995,8.56
6379,Lig389,-5.4,1.7369999999999999,2.716
6380,Lig389,-5.4,2.6039999999999996,3.641
6381,Lig389,-5.3,2.125,5.184
6382,Lig38,-7.4,0.0,0.0
6383,Lig38,-7.2,2.502,3.367
6384,Lig38,-7.1,7.789,11.515999999999998
6385,Lig38,-7.1,7.481,11.318
6386,Lig38,-7.1,2.725,4.768
6387,Lig38,-7.1,2.7689999999999997,6.162000000000001
6388,Lig38,-7.0,2.59,6.068
6389,Lig38,-7.0,2.3819999999999997,6.192
6390,Lig38,-6.9,2.136,8.435
6391,Lig38,-6.9,2.395,5.15
6392,Lig38,-6.8,3.412,6.651
6393,Lig38,-6.7,3.977,7.621
6394,Lig38,-6.6,3.0610000000000004,8.142000000000001
6395,Lig38,-6.5,3.5639999999999996,7.189
6396,Lig38,-6.5,4.185,6.89
6397,Lig38,-6.5,3.071,7.585
6398,Lig38,-6.4,7.022,11.002
6399,Lig38,-6.4,3.705,7.702999999999999
6400,Lig38,-6.4,3.3569999999999998,7.69
6401,Lig38,-6.2,8.185,11.915
6402,Lig390,-6.1,0.0,0.0
6403,Lig390,-5.9,0.843,1.911
6404,Lig390,-5.8,2.617,5.222
6405,Lig390,-5.8,4.136,7.522
6406,Lig390,-5.7,3.423,5.746
6407,Lig390,-5.6,3.181,4.306
6408,Lig390,-5.6,2.153,4.883
6409,Lig390,-5.6,2.778,5.877999999999999
6410,Lig390,-5.5,2.437,4.046
6411,Lig390,-5.5,1.963,5.138999999999999
6412,Lig390,-5.4,2.803,4.95
6413,Lig390,-5.4,1.849,2.381
6414,Lig390,-5.3,5.269,7.747000000000001
6415,Lig390,-5.3,2.553,4.937
6416,Lig390,-5.2,2.9960000000000004,4.071000000000001
6417,Lig390,-5.2,2.298,5.3389999999999995
6418,Lig390,-4.9,5.247000000000001,8.738
6419,Lig390,-4.9,5.125,7.454
6420,Lig390,-4.9,5.377000000000001,8.538
6421,Lig390,-4.7,2.0180000000000002,4.73
6422,Lig391,-5.9,0.0,0.0
6423,Lig391,-5.9,2.928,6.999
6424,Lig391,-5.8,2.8169999999999997,6.85
6425,Lig391,-5.7,2.7,7.016
6426,Lig391,-5.7,4.3469999999999995,7.117000000000001
6427,Lig391,-5.7,3.9330000000000003,6.5889999999999995
6428,Lig391,-5.6,3.634,6.476
6429,Lig391,-5.6,1.8,6.596
